company,report_year,chunk_index,activity,Sub_activity_code
HELLA GmbH & Co. KGaA,2023,1,Manufacture of automotive and mobility components,CCM 3.18
HELLA GmbH & Co. KGaA,2023,1,Manufacture of low carbon technologies for transport,CCM 3.3
HELLA GmbH & Co. KGaA,2023,1,Manufacture of batteries,CCM 3.4
HELLA GmbH & Co. KGaA,2023,1,Acquisition and ownership of buildings,CCM 7.7
HENKEL AG & CO. KGAA,2024,1,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM 6.5
HENKEL AG & CO. KGAA,2024,1,Renovation of existing buildings,CCM 7.2
HENKEL AG & CO. KGAA,2024,1,"Installation, maintenance and repair of energy efficiency equipment",CCM 7.3
HENKEL AG & CO. KGAA,2024,1,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM 7.5
HENKEL AG & CO. KGAA,2024,1,"Installation, maintenance and repair of renewable energy technologies",CCM 7.6
HENKEL AG & CO. KGAA,2024,1,Acquisition and ownership of buildings,CCM 7.7
HENKEL AG & CO. KGAA,2024,1,Manufacture of electrical and electronic equipment,CE 1.2
HOCHTIEF AG,2023,1,Flood risk prevention and protection infrastructure,CCA 14.2
HOCHTIEF AG,2023,1,"Construction, extension and operation of water collection, treatment and supply systems",CCA 5.1.
HOCHTIEF AG,2023,1,"Renewal of water collection, treatment and supply systems",CCA 5.2.
HOCHTIEF AG,2023,1,Electricity generation using solar photovoltaic technology,CCM 4.1
HOCHTIEF AG,2023,1,Electricity generation using solar photovoltaic technology,CCM 4.1./CCA 4.1.
HOCHTIEF AG,2023,1,Storage of electricity,CCM 4.10./CCA 4.10.
HOCHTIEF AG,2023,1,Electricity generation from fossil gaseous fuels,CCM 4.29./CCA 4.29.
HOCHTIEF AG,2023,1,Electricity generation from wind power,CCM 4.3./CCA 4.3.
HOCHTIEF AG,2023,1,Electricity generation from hydropower,CCM 4.5.
HOCHTIEF AG,2023,1,Electricity generation from hydropower,CCM 4.5./CCA 4.5.
HOCHTIEF AG,2023,1,Transmission and distribution of electricity,CCM 4.9
HOCHTIEF AG,2023,1,Transmission and distribution of electricity,CCM 4.9./CCA 4.9.
HOCHTIEF AG,2023,1,"Construction, extension and operation of water collection, treatment and supply systems",CCM 5.1./CCA 5.1.
HOCHTIEF AG,2023,1,"Infrastructure for personal mobility, cycle logistics",CCM 6.13.
HOCHTIEF AG,2023,1,Infrastructure for rail transport,CCM 6.14.
HOCHTIEF AG,2023,1,Construction of new buildings,CCM 7.1./CCA 7.1.
HOCHTIEF AG,2023,1,Renovation of existing buildings,CCM 7.2.
Hamburger Hafen und Logistik AG,2023,1,Electricity generation using solar photovoltaic technology,CCM 4.1
Hamburger Hafen und Logistik AG,2023,1,Infrastructure for rail transport,CCM 6.14
Hamburger Hafen und Logistik AG,2023,1,Infrastructure enabling low carbon water transport,CCM 6.16
Hamburger Hafen und Logistik AG,2023,1,Freight rail transport,CCM 6.2
Hamburger Hafen und Logistik AG,2023,1,Freight transport services by road,CCM 6.6
Hamburger Hafen und Logistik AG,2023,1,Acquisition and ownership of buildings,CCM 7.7
Hawesko Holding SE,2023,1,Acquisition and ownership of buildings,7.7
Heidelberg Materials AG,2023,1,Manufacture of Cement,CCM 3.7
Heidelberg Materials AG,2023,1,Material recovery from non-hazardous waste,CCM 5.9
Heidelberg Materials AG,2023,1,Material recovery from non-hazardous waste / Sorting and material recovery of non-hazardous waste,CCM 5.9 / CE 2.7
Hugo Boss AG,2023,,,
IBERDROLA SA,2024,1,Manufacture of hydrogen,CCM 3.10./CCA 3.10.
IBERDROLA SA,2024,1,Electricity generation using solar photovoltaic technology,CCM 4.1./CCA 4.1.
IBERDROLA SA,2024,1,Storage of electricity,CCM 4.10./CCA 4.10.
IBERDROLA SA,2024,1,Electricity generation from gaseous fossil fuels,CCM 4.29./CCA 4.29.
IBERDROLA SA,2024,1,Electricity generation from wind power,CCM 4.3./CCA 4.3.
IBERDROLA SA,2024,1,Electricity generation from hydropower,CCM 4.5./CCA 4.5.
IBERDROLA SA,2024,1,Transmission and distribution of electricity,CCM 4.9./CCA 4.9.
IBERDROLA SA,2024,1,"Installation, maintenance and repair of energy efficiency equipment",CCM 7.3./CCA 7.3.
IBERDROLA SA,2024,1,"Installation, maintenance and repair of recharge stations for electric vehicles in buildings",CCM 7.4./CCA 7.4.
IBERDROLA SA,2024,1,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM 7.5./CCA 7.5.
IBERDROLA SA,2024,1,"Installation, maintenance and repair of renewable energy technologies",CCM 7.6./CCA 7.6.
INDUSTRIA DE DISENO TEXTIL S.A.,2024,1,Electricity generation from wind power,CCM 4.3
INDUSTRIA DE DISENO TEXTIL S.A.,2024,1,Renovation of existing buildings,CCM 7.2
INDUSTRIA DE DISENO TEXTIL S.A.,2024,1,"Installation, maintenance and repair of renewable energy technologies",CCM 7.6
INDUSTRIA DE DISENO TEXTIL S.A.,2024,1,Acquisition and ownership of buildings,CCM 7.7
INTERNATIONAL CONSOLIDATED AIRLINES GROUP S.A,2024,1,Manufacturing of aircraft,CCM 3.21
INTERNATIONAL CONSOLIDATED AIRLINES GROUP S.A,2024,1,Passenger and freight air transport,CCM 6.19
INTERNATIONAL CONSOLIDATED AIRLINES GROUP S.A,2024,1,Air transport ground handling operations,CCM 6.20
ISS A/S,2024,1,"installation, maintenance and repair of energy efficiency equipment",7.3
ISS A/S,2024,1,"installation, maintenance and repair of instruments and devices for measuring, regulating and controlling energy performance of buildings",7.5
ISS A/S,2024,1,energy management services,9.3
IVU Traffic Technologies AG,2023,1,A.1. Taxonomy-aligned revenue,
IVU Traffic Technologies AG,2023,1,A.2. Taxonomy-eligible but not taxonomy aligned revenue,
IVU Traffic Technologies AG,2023,1,Data-based solutions to reduce greenhouse gas emissions,
Immofinanz AG,2023,1,Acquisition and ownership of buildings,7.7
Immofinanz AG,2023,1,"Installation, maintenance and repair of energy efficiency equipment",CCM 7.3
Immofinanz AG,2023,1,"Installation, maintenance and repair of renewable energy technologies",CCM 7.6
Immofinanz AG,2023,1,Acquisition and ownership of buildings,CCM 7.7
"Industria de Diseño Textil, S.A.",2023,1,Electricity generation from wind power,CCM 4.3.
"Industria de Diseño Textil, S.A.",2023,1,Renovation of existing buildings,CCM 7.2.
"Industria de Diseño Textil, S.A.",2023,1,"Installation, maintenance and repair of energy efficiency equipment",CCM 7.3.
"Industria de Diseño Textil, S.A.",2023,1,Acquisition and ownership of buildings,CCM 7.7.
Instone Real Estate Group,2023,1,Revenue from taxonomy-eligible activities,A.1+A.2
Instone Real Estate Group,2023,1,Revenue from taxonomy-relevant but not environmentally sustainable activities,A.2
Instone Real Estate Group,2023,1,TAXONOMY-NON-ELIGIBLE ACTIVITIES,B
Instone Real Estate Group,2023,1,Activity 1: 7.1. Construction of new buildings,CCA 7.1
Instone Real Estate Group,2023,1,Activity 1: 7.1. Construction of new buildings,CCM 7.1
Instone Real Estate Group,2023,1,Activity 1: 7.1. Construction of new buildings,CE 3.1
Instone Real Estate Group,2023,1,(Circular Economy),
Instone Real Estate Group,2023,1,(Climate Change Adaptation),
Instone Real Estate Group,2023,1,(Climate Change Mitigation),
Instone Real Estate Group,2023,1,BIO (Biodiversity and Ecosystems),
Instone Real Estate Group,2023,1,Revenue from environmentally sustainable activities (taxonomy-aligned),
Instone Real Estate Group,2023,1,Revenue from taxonomy-non-eligible activities,
Instone Real Estate Group,2023,1,WTR (water),
JERONIMO MARTINS SGPS S.A.,2024,1,"Transport by motorbikes, passenger cars and light-duty vehicles",CCM 6.5
JERONIMO MARTINS SGPS S.A.,2024,1,Renovation of existing buildings,CCM 7.2
JERONIMO MARTINS SGPS S.A.,2024,1,"Installation, maintenance and repair of energy efficiency equipment",CCM 7.3
JERONIMO MARTINS SGPS S.A.,2024,1,"Installation, maintenance and repair of instruments and devices for measuring, regulating and monitoring the energy performance of buildings.",CCM 7.5.2
JERONIMO MARTINS SGPS S.A.,2024,1,"Installation, maintenance and repair of renewable energy technologies",CCM 7.6
JERONIMO MARTINS SGPS S.A.,2024,1,Acquisition and ownership of buildings,CCM 7.7
Jenoptik AG,2023,1,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM 6.5
Jenoptik AG,2023,1,Construction of new buildings,CCM 7.1/ CE 3.1
Jenoptik AG,2023,1,"Installation, maintenance and repair of energy efficiency equipment",CCM 7.3
Jenoptik AG,2023,1,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM 7.5
Jenoptik AG,2023,1,Manufacture of electrical and electronic equipment,CE 1.2
Jenoptik AG,2023,1,"Repair, refurbishment and remanufacturing",CE 5.1
Jenoptik AG,2023,1,Sale of spare parts,CE 5.2
Jenoptik AG,2023,1,Sale of second-hand goods,CE 5.4
Jenoptik AG,2023,1,Product-as-a-service and other circular use- and result-oriented service models,CE 5.5
Jungheinrich AG,2023,,,
K+S Aktiengesellschaft,2023,1,Amount and proportion of other taxonomy-aligned economic activities ... row 7,1.3
K+S Aktiengesellschaft,2023,1,row 5,4.30
K+S Aktiengesellschaft,2023,1,Manufacture of low carbon technologies for transport,CCM 3.3
K+S Aktiengesellschaft,2023,1,Production of heat/cool using waste heat,CCM 4.25
K+S Aktiengesellschaft,2023,1,High-efficiency co-generation of heat/cool and power from fossil gaseous fuels,CCM 4.30
K+S Aktiengesellschaft,2023,1,"Close to market research, development and innovation",CCM 9.1
K+S Aktiengesellschaft,2023,1,Treatment of hazardous waste,CE 2.4
K+S Aktiengesellschaft,2023,1,Manufacture of active pharmaceutical ingredients (API) or active substances,PPC 1.1
KONINKLIJKE AHOLD DELHAIZE N.V.,2024,1,Collection and transport of non-hazardous waste in source segregated fractions,CCM 5.5
KONINKLIJKE AHOLD DELHAIZE N.V.,2024,1,"Transport by motorbikes, passenger cars and commercial vehicles",CCM 6.5
KONINKLIJKE AHOLD DELHAIZE N.V.,2024,1,Freight transport services by road,CCM 6.6
KONINKLIJKE AHOLD DELHAIZE N.V.,2024,1,We identified an error in category that required a €26 million adjustment,CCM 7.3
KONINKLIJKE AHOLD DELHAIZE N.V.,2024,1,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",CCM 7.4
KONINKLIJKE AHOLD DELHAIZE N.V.,2024,1,"Installation, maintenance and repair of renewable energy technologies",CCM 7.6
KONINKLIJKE AHOLD DELHAIZE N.V.,2024,1,Acquisition and ownership of buildings,CCM 7.7
KONINKLIJKE AHOLD DELHAIZE N.V.,2024,1,"Data processing, hosting and related activities",CCM 8.1
KONINKLIJKE AHOLD DELHAIZE N.V.,2024,1,Data-driven solutions for GHG-emissions reduction,CCM 8.2
KONINKLIJKE AHOLD DELHAIZE N.V.,2024,1,Collection and transport of non-hazardous and hazardous waste,CE 2.3
KONINKLIJKE AHOLD DELHAIZE N.V.,2024,1,Recovery of bio-waste by anaerobic digestion or composting,CE 2.5
KONINKLIJKE AHOLD DELHAIZE N.V.,2024,1,Provision of IT/OT data-driven solutions,CE 4.1
KSB SE & Co. KGaA Vz,2023,1,Manufacturing of iron and steel,CCM 3.9
KSB SE & Co. KGaA Vz,2023,1,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM 6.5
KSB SE & Co. KGaA Vz,2023,1,Renovation of existing buildings,CCM 7.2
KSB SE & Co. KGaA Vz,2023,1,Renovation of existing buildings,CCM 7.2 / CE 3.2
KSB SE & Co. KGaA Vz,2023,1,"Installation, maintenance and repair of energy efficiency equipment",CCM 7.3
KSB SE & Co. KGaA Vz,2023,1,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",CCM 7.4
KSB SE & Co. KGaA Vz,2023,1,"Installation, maintenance and repair of renewable energy technologies",CCM 7.6
KSB SE & Co. KGaA Vz,2023,1,Acquisition and ownership of buildings,CCM 7.7
Klöckner & Co SE,2023,1,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM 6.5.
Klöckner & Co SE,2023,1,Freight transport services by road,CCM 6.6.
Klöckner & Co SE,2023,1,"Installation, maintenance and repair of energy efficiency equipment",CCM 7.3.
Klöckner & Co SE,2023,1,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",CCM 7.4.
Klöckner & Co SE,2023,1,"Installation, maintenance and repair of renewable energy technologies",CCM 7.6.
Klöckner & Co SE,2023,1,Acquisition and ownership of buildings,CCM 7.7.
Klöckner & Co SE,2023,1,Data-driven solutions for GHG emissions reductions,CCM 8.2.
Knorr-Bremse AG,2023,,,
Koenig & Bauer AG,2023,1,Production of other low-carbon technologies,3.6
Koenig & Bauer AG,2023,1,"Installation, maintenance and repair of energy-efficient equipment",7.3
Koenig & Bauer AG,2023,1,"Installation, maintenance and repair of technologies for renewable energies",7.6
Krones AG,2023,1,Manufacture of other low carbon technologies,CCM 3.6
Krones AG,2023,1,4.30 High-efficiency cogeneration of heat/cool and power from fossil gaseous fuels,CCM 4.30
Krones AG,2023,1,"Installation, maintenance and repair of energy efficient equipment",CCM 7.3
Krones AG,2023,1,Installation and maintenance of charging stations for electric vehicles,CCM 7.4
Krones AG,2023,1,"Installation, maintenance and repair of renewable energy technologies on site",CCM 7.6
Krones AG,2023,1,"8.1 Data processing, hosting and related activities",CCM 8.1
Krones AG,2023,1,Sale of spare parts,CE 5.2
Krones AG,2023,1,Sale of second-hand goods,CE 5.4
Krones AG,2023,1,The improvement is the result of increased enviro portfolio revenue (Activity ) and the addition of further environmental objectives.,
L'OREAL,2024,1,Flood risk prevention and protection infrastructure,CCA 14.2
L'OREAL,2024,1,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM 6.5
L'OREAL,2024,1,"Installation, maintenance and repair of energy efficiency equipment",CCM 7 3
L'OREAL,2024,1,Renovation of existing buildings,CCM 7.2 & CE 3.2
L'OREAL,2024,1,Renovation of existing buildings,CCM 7.2/CE 3.2
L'OREAL,2024,1,"Installation, maintenance and repair of energy efficiency equipment",CCM 7.3
L'OREAL,2024,1,"Installation, maintenance and repair of instruments and devices for measuring, regulating and controlling the energy performance of buildings",CCM 7.5
L'OREAL,2024,1,Acquisition and ownership of buildings,CCM 7.7
L'OREAL,2024,1,Production of alternative water resources for purposes other than human consumption,CE 2.2
LACROIX Group,2023,1,Electric vehicles,CCM 3.18 - CE1.2
LACROIX Group,2023,1,Smart grids and electricity distribution,CCM 3.20 - CCA4.9 - CE1.2
LACROIX Group,2023,1,"Energy-efficient building equipment (heating solutions, smart power distribution, motorized shutters…)",CCM 3.5 - CCA 3.5 - CE1.2
LACROIX Group,2023,1,"Energy-efficient building equipment (heating solutions, LED lighting)",CCM 3.5 - CCA 3.5- CE1.2
LACROIX Group,2023,1,HVAC : remote management of facilities,CCM 3.5 - CCA3.5 - CE1.2
LACROIX Group,2023,1,District heating & pipe monitoring,CCM 4.15 - CCA4.15 - CE1.2
LACROIX Group,2023,1,CITY,CCM 6.15
LACROIX Group,2023,1,Metal structures for road information panels,CCM 6.15 - CCA 6.15
LACROIX Group,2023,1,Connected urban and inter-urban mobility,CCM 6.15 - CCA 6.15 - CE1.2
LACROIX Group,2023,1,EV charging stations,CCM 6.15 - CE1.2
LACROIX Group,2023,1,HVAC: remote management data exploitation,CCM 8.2
LACROIX Group,2023,1,"Variety of applications in the following sectors: Automotive, Industry, Aerospace and defence, HBAS, Healthcare",CE 1.2
LACROIX Group,2023,1,ENVIRONMENT,WTR 1.1
LACROIX Group,2023,1,Water: waste water collection,WTR 2.2 - CE1.2
LACROIX Group,2023,1,Water : clean water and waste water data management,WTR 4.1
LACROIX Group,2023,1,Water: clean water production and distribution,WTR1.1 - CE1.2
LANXESS AG,2023,1,Remediation of contaminated sites and areas,2.4.
LANXESS AG,2023,1,Manufacture of other organic basic chemicals,CCM 3.14.
LANXESS AG,2023,1,Manufacture of plastics in primary form,CCM 3.17.
LANXESS AG,2023,1,Manufacture of batteries,CCM 3.4.
LANXESS AG,2023,1,"Renewal of water collection, treatment and supply systems",CCM 5.4.
LANXESS AG,2023,1,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM 6.5.
LANXESS AG,2023,1,Acquisition and ownership of buildings,CCM 7.7.
LEG Immobilien SE,2023,1,Acquisition and ownership of buildings,CCA 7.7
LEG Immobilien SE,2023,1,Electricity generation using solar photovoltaic technology,CCM 4.1
LEG Immobilien SE,2023,1,Installation and operation of electric heat pumps,CCM 4.16
LEG Immobilien SE,2023,1,Cogeneration of heat/cool and power from bioenergy,CCM 4.20
LEG Immobilien SE,2023,1,"Close to market research, development and innovation",CCM 9.1
Lenzing AG,2023,1,Forest management,CCM 1.3.
Lenzing AG,2023,1,Manufacture of soda ash,CCM 3.12.
Lenzing AG,2023,1,Cogeneration of heat/cool and power from renewable non-fossil gaseous and liquid fuels,CCM 4.19.
Lenzing AG,2023,1,cogeneration of heat/cool and power from bioenergy,CCM 4.20.
Lenzing AG,2023,1,High-efficiency co-generation of heat/cool and power from fossil gaseous fuels,CCM 4.30.
Lenzing AG,2023,1,Transmission and distribution of electricity,CCM 4.9.
Lenzing AG,2023,1,"Construction, extension and operation of waste water collection and treatment",CCM 5.3.
Lenzing AG,2023,1,Freight rail transport,CCM 6.2.
Lenzing AG,2023,1,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM 6.5.
Lenzing AG,2023,1,"Installation, maintenance and repair of charging stations for electric vehicles in buildings",CCM 7.4.
Lenzing AG,2023,1,"Installation, maintenance and repair of renewable energy technologies",CCM 7.6.
Lenzing AG,2023,1,Acquisition and ownership of buildings,CCM 7.7.
Lenzing AG,2023,1,"Data processing, hosting and related activities",CCM 8.1.
MBB SE,2023,1,Manufacture of renewable energy technologies,3.1
MBB SE,2023,1,Manufacture of low carbon technologies for transport,3.3
MBB SE,2023,1,Transmission and distribution networks for renewable and low-carbon gases,4.14
MBB SE,2023,1,District heating/cooling distribution,4.15
MBB SE,2023,1,Transmission and distribution of electricity,4.9
MBB SE,2023,1,"Construction, extension and operation of water collection, treatment and supply systems",5.1
MBB SE,2023,1,"Construction, expansion and operation of systems for collection, treatment and supply of water",
MBB SE,2023,1,District heating /cooling distribution,
MBB SE,2023,1,Production of low carbon dioxide transport technologies,
MBB SE,2023,1,Production of renewable energy technologies,
MBB SE,2023,1,Transmission and distribution networks for renewable low-carbon gases,
MBB SE,2023,1,Transmission and distribution of electricity,
MERCEDES-BENZ GROUP AG,2024,1,Manufacture of automotive and mobility components,CCM 3.18
MERCEDES-BENZ GROUP AG,2024,1,Manufacture of low-carbon technologies for transport,CCM 3.3
MERCEDES-BENZ GROUP AG,2024,1,Infrastructure enabling low-carbon road transport and public transport,CCM 6.15
MERCEDES-BENZ GROUP AG,2024,1,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM 6.5
MERCEDES-BENZ GROUP AG,2024,1,Freight transport services by road,CCM 6.6
MERCEDES-BENZ GROUP AG,2024,1,Sale of second-hand goods,CE 5.4
MTU Aero Engines AG,2023,1,"Close to market research, development and innovation",9.1
MTU Aero Engines AG,2023,1,Manufacturing of aircraft,CCM 3.21
MTU Aero Engines AG,2023,1,Manufacture of other low carbon-technologies,CCM 3.6
MTU Aero Engines AG,2023,1,Production of heat/cool from geothermal energy,CCM 4.22
MTU Aero Engines AG,2023,1,Leasing of aircraft,CCM 6.18
MTU Aero Engines AG,2023,1,Construction of new buildings,CCM 7.1
MTU Aero Engines AG,2023,1,Renovation of existing buildings,CCM 7.2
MTU Aero Engines AG,2023,1,Acquisition and ownership of buildings,CCM 7.7
MTU Aero Engines AG,2023,1,"Data processing, hosting and related activities",CCM 8.1
MTU Aero Engines AG,2023,1,"Close to market research, development and innovation",CCM 9.1
MediClin AG,2023,1,High-efficiency co-generation of power and heat/cool from fossil gaseous fuels,4.30
MediClin AG,2023,1,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM 6.5
MediClin AG,2023,1,Construction of new buildings,CCM 7.1
MediClin AG,2023,1,Renovation of existing buildings,CCM 7.2
MediClin AG,2023,1,"Installation, maintenance or repair of energy efficiency equipment",CCM 7.3
MediClin AG,2023,1,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM 7.5
MediClin AG,2023,1,"Construction, refurbishment, and operation of combined heat/cool and power generation facilities using fossil gaseous fuels",
Medios AG,2023,1,Acquisition and ownership of buildings,CCM 7.7
Medios AG,2023,1,Compounding of drugs,PPC 1.2
"Melia Hotels International, S.A.",2023,1,Hotels and similar accommodation,2.1
"Melia Hotels International, S.A.",2023,1,Acquisition and ownership of buildings,7.7
"Minor Hotels Europe & Americas, S.A.",2023,1,"Hotels, holiday, camping grounds and similar accommodation",BIO 2.1
"Minor Hotels Europe & Americas, S.A.",2023,1,Renovation of exiting building,CCM 7.2
"Minor Hotels Europe & Americas, S.A.",2023,1,"Installation, maintenance and repair of energy efficiency equipment",CCM 7.3
"Minor Hotels Europe & Americas, S.A.",2023,1,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM 7.5
"Minor Hotels Europe & Americas, S.A.",2023,1,"Installation, maintenance and repair of renewable energy technologies",CCM 7.6
Mister Spex SE,2023,1,Sale of spare parts,"5,2"
Mister Spex SE,2023,1,Sale of spare parts,5.2
Mister Spex SE,2023,1,Activities of opticians in specialized stores,G47.78.1
NORMA Group SE,2023,1,Sustainable urban drainage systems (SUDS),2.3
NORMA Group SE,2023,1,Manufacture of automotive and mobility components,3.18
NORMA Group SE,2023,1,"Construction, extension and operation of water collection, treatment and supply systems",5.1
NORMA Group SE,2023,1,"Infrastructure for personal mobility, cycle logistics",6.13
NORMA Group SE,2023,1,Manufacture of automotive and mobility components,CCM 3.18
NORMA Group SE,2023,1,Electricity generation using solar photovoltaic technology,CCM 4.1
NORMA Group SE,2023,1,"Construction, extension and operation of water collection, treatment and supply systems",CCM 5.1
NORMA Group SE,2023,1,"Infrastructure for personal mobility, cycle logistics",CCM 6.13
NORMA Group SE,2023,1,"Operation of personal mobility devices, cycle logistics",CCM 6.4
NORMA Group SE,2023,1,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM 6.5
NORMA Group SE,2023,1,Renovation of existing buildings,CCM 7.2
NORMA Group SE,2023,1,"Installation, maintenance and repair of energy efficiency equipment",CCM 7.3
NORMA Group SE,2023,1,Sustainable urban drainage systems (SUDS),WTR 2.3
NOVO NORDISK A/S,2024,1,Construction on new buildings,CCM 7.1
NOVO NORDISK A/S,2024,1,Renovation of buildings,CCM 7.2
NOVO NORDISK A/S,2024,1,Manufacture of medicinal products,P 1.2
NOVO NORDISK A/S,2024,1,Manufacture of medicinal products,PPC 1.2
Nemetschek SE,2023,1,construction and safe operation of new nuclear installations,
Nemetschek SE,2023,1,construction or operation of electricity generation facilities using fossil gaseous fuels,
Nemetschek SE,2023,1,"construction, refurbishment, and operation of combined heat/cool and power generation facilities using fossil gaseous fuels",
Nemetschek SE,2023,1,"research, development, demonstration and deployment of innovative electricity generation facilities (nuclear)",
Nemetschek SE,2023,1,safe operation of existing nuclear installations,
OMV AG,2023,1,Manufacture of organic basic chemicals,CCM 3.14.
OMV AG,2023,1,Manufacture of plastics in primary form,CCM 3.17.
OMV AG,2023,1,Manufacture of biogas and biofuels for transport,CCM 4.13.
OMV AG,2023,1,Production of heat/cool using waste heat,CCM 4.25.
OMV AG,2023,1,Electricity generation from fossil gaseous fuels,CCM 4.29.
OMV AG,2023,1,High-efficiency co-generation of heat/cool and power from fossil gaseous fuels,CCM 4.30.
OMV AG,2023,1,Transmission and distribution of electricity,CCM 4.9.
OMV AG,2023,1,Material recovery from non-hazardous waste,CCM 5.9.
OMV AG,2023,1,Infrastructure for low-carbon road transport,CCM 6.15.
OMV AKTIENGESELLSCHAFT,2024,,,
PATRIZIA SE,2023,1,Real estate investments,L68
PATRIZIA SE,2023,1,Amount and proportion of economic activity referred to in row 1 of Template 1 that is taxonomy-non-eligible in accordance with Section of Annexes I and II to Delegated Regulation 2021/2139,
PATRIZIA SE,2023,1,Amount and proportion of taxonomy-aligned economic activity referred to in Section of Annexes I and II to Delegated Regulation 2021/2139 in the denominator of the applicable KPI,
PATRIZIA SE,2023,1,construction and safe operation of new nuclear installations,
PATRIZIA SE,2023,1,construction or operation of electricity generation facilities,
PATRIZIA SE,2023,1,"construction, refurbishment and operation of heat generation facilities",
PATRIZIA SE,2023,1,"construction, refurbishment, and operation of combined heat/cool and power generation facilities",
PATRIZIA SE,2023,1,"research, development, demonstration and deployment of innovative electricity generation facilities",
PATRIZIA SE,2023,1,safe operation of existing nuclear installations,
PNE AG,2023,1,Electricity generation using solar photovoltaic technology,CCM 4.1
PNE AG,2023,1,Cogeneration of heat/cool and power from bioenergy,CCM 4.20
PNE AG,2023,1,Electricity generation from wind power,CCM 4.3
PNE AG,2023,1,Transmission and distribution of electricity,CCM 4.9
PNE AG,2023,1,"Installation, maintenance and repair of renewable energy technologies",CCM 7.6
POLYTEC Holding AG,2023,1,Manufacture of plastics in primary forms,3.17
POLYTEC Holding AG,2023,1,"category Specifically, these are foldable reusable containers for food transportation.",3.6
POLYTEC Holding AG,2023,1,"Installation, maintenance and repair of energy-efficient equipment",7.3
POLYTEC Holding AG,2023,1,"Installation, maintenance and repair of charging stations for electric vehicles in buildings",7.4
POLYTEC Holding AG,2023,1,"Installation, maintenance and repair of equipment for measuring, regulating and controlling the energy performance of buildings",7.5
POLYTEC Holding AG,2023,1,Manufacture of renewable energy technologies,CCM 3.1
POLYTEC Holding AG,2023,1,Manufacture of automotive and mobility components,CCM 3.18
POLYTEC Holding AG,2023,1,Manufacture of batteries,CCM 3.4
POLYTEC Holding AG,2023,1,Manufacture of other low carbon technologies,CCM 3.6
POLYTEC Holding AG,2023,1,"Urban, suburban and road passenger transport",CCM 6.3
POLYTEC Holding AG,2023,1,"Installation, maintenance and repair of energy efficiency equipment",CCM 7.3
POLYTEC Holding AG,2023,1,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM 7.5
PORR AG,2023,1,Storage of electricity,CCM 4.10
PORR AG,2023,1,Storage of electricity,"CCM 4.10, CCA 4.10"
PORR AG,2023,1,Electricity generation from hydropower,CCM 4.5
PORR AG,2023,1,Electricity generation from hydropower,"CCM 4.5, CCA 4.5"
PORR AG,2023,1,Collection and transport of non-hazardous waste in source-segregated fractions,CCM 5.5
PORR AG,2023,1,Material recovery from non-hazardous waste,CCM 5.9
PORR AG,2023,1,"Infrastructure for personal mobility, cycle logistics",CCM 6.13
PORR AG,2023,1,"Infrastructure for personal mobility, cycle logistics","CCM 6.13, CCA 6.13"
PORR AG,2023,1,Infrastructure for rail transport,CCM 6.14
PORR AG,2023,1,Infrastructure for rail transport,"CCM 6.14, CCA 6.14"
PORR AG,2023,1,Construction of new buildings,CCM 7.1
PORR AG,2023,1,Construction of new buildings,"CCM 7.1, CCA 7.1, CE 3.1"
PORR AG,2023,1,Renovation of existing buildings,"CCM 7.2, CCA7.2, CE 3.2"
PORR AG,2023,1,"Installation, maintenance and repair of energy efficiency equipment","CCM 7.3, CCA 7.3"
PORR AG,2023,1,Demolition and wrecking of buildings and other structures,CE 3.3
PORR AG,2023,1,Maintenance of roads and motorways,CE 3.4
PORR AG,2023,1,Use of concrete in civil engineering,CE 3.5
PORR AG,2023,1,Remediation of contaminated sites and areas,PPC 2.4
PORR AG,2023,1,Sustainable urban drainage systems (SUDS),WTR 2.3
PSI Software SE,2023,1,Provision of services in information technology,CCA 8.2
PSI Software SE,2023,1,"Transportation with motorbikes, passenger cars and light commercial vehicles",CCM 6.5
PSI Software SE,2023,1,"Data processing, hosting and related activities",CCM 8.1
PVA TePla AG,2023,1,"installation of photovoltaic systems in Wettenberg and Jena, Germany (activity )",4.1
